,1746,2279, 656,
,1738,2275, 669,
,1741,2267, 682,
,1736,2260, 692,
,1737,2255, 702,
,1739,2247, 712,
,1737,2240, 723,
,1736,2237, 727,
,1735,2233, 737,
,1733,2230, 741,
,1739,2228, 751,
,1735,2213, 751,
,1734,2219, 754,
,1741,2217, 759,
,1741,2213, 759,
,1742,2212, 764,
,1744,2204, 765,
,1746,2204, 811,
,1977,1951, 809,
,1978,1949, 804,
,1986,1951, 800,
,1993,1947, 795,
,2000,1944, 786,
,2003,1948, 775,
,2008,1946, 766,
,2014,1949, 756,
,2021,1947, 747,
,2027,1949, 739,
,2035,1944, 730,
,2037,1945, 727,
,2047,1948, 724,
,2052,1937, 708,
,2055,1941, 712,
,2068,1937, 697,
,2073,1936, 685,
,2080,1934, 675,
,2085,1934, 665,
,2094,1933, 653,
,2104,1931, 642,
,2112,1934, 632,
,2121,1930, 621,
,2127,1929, 609,
,2136,1927, 601,
,2144,1915, 593,
,2153,1921, 586,
,2158,1919, 572,
,2163,1915, 571,
,2169,1915, 564,
,2177,1914, 558,
,2182,1919, 548,
,2187,1915, 530,
,2197,1912, 534,
,2198,1916, 527,
,2201,1913, 525,
,2201,1915, 515,
,2205,1918, 512,
,2208,2114, 133,
,2241,2113, 129,
,2240,2123, 119,
,2236,2131, 116,
,2239,2127, 111,
,2232,2134, 113,
,2231,2137, 112,
,2230,2141, 109,
,2220,2147, 109,
,2216,2147, 108,
,2216,2153, 106,
,2213,2158, 104,
,2213,2162, 101,
,2207,2165, 101,
,2206,2166,  84,
,2200,2173,  92,
,2195,2178,  96,
,2193,2182,  97,
,2189,2191,  99,
,2180,2194,  98,
,2173,2206,  99,
,2176,2207,  99,
,2159,2216,  98,
,2153,2217,  96,
,2148,2227,  92,
,2142,2236,  90,
,2135,2244,  85,
,2128,2254,  83,
,2122,2261,  80,
,2119,2269,  73,
,2110,2276,  74,
,2103,2288,  74,
,2093,2293,  72,
,2086,2304,  71,
,2078,2311,  67,
,2072,2317,  65,
,2065,2323,  62,
,2061,2332,  58,
,2056,2338,  56,
,2050,2418, 287,
,1817,2424, 301,
,1813,2425, 306,
,1803,2425, 315,
,1793,2426, 328,
,1788,2428, 330,
,1783,2426, 340,
,1783,2430, 349,
,1777,2433, 356,
,1770,2426, 362,
,1765,2427, 366,
,1763,2428, 373,
,1760,2427, 378,
,1761,2421, 384,
,1756,2421, 389,
,1757,2421, 395,
,1759,2418, 399,
,1759,2418, 405,
,1758,2410, 410,
,1758,2405, 415,
,1761,2404, 421,
,1759,2400, 428,
,1756,2402, 433,
,1748,2395, 442,
,1755,2392, 448,
,1756,2388, 452,
,1755,2383, 461,
,1749,2381, 471,
,1752,2378, 478,
,1753,2368, 489,
,1756,2364, 499,
,1754,2351, 510,
,1754,2348, 516,
,1758,2336, 531,
,1754,2335, 542,
,1752,2328, 555,
,1753,2322, 567,
,1751,2315, 580,
,1748,2313, 589,
,1746,2303, 787,
,1844,2098, 790,
,1849,2091, 791,
,1857,2077, 799,
,1864,2067, 802,
,1876,2058, 810,
,1881,2048, 812,
,1887,2036, 816,
,1900,2025, 819,
,1904,2016, 818,
,1913,2017, 820,
,1915,2002, 821,
,1920,1996, 824,
,1931,1990, 825,
,1932,1984, 827,
,1937,1983, 827,
,1937,1978, 823,
,1947,1977, 827,
,1948,1970, 827,
,1951,1965, 825,
,1959,1964, 825,
,1963,1961, 822,
,1966,1961, 821,
,1970,1956, 820,
,1974,1952, 816,
,1977,1953, 814,
,1979,1954, 809,
,1986,1951, 803,
,1987,1950, 797,
,1991,1951, 787,
,1997,1954, 783,
,2002,1949, 780,
,2005,1954, 766,
,2010,1947, 763,
,2013,1946, 755,
,2019,1968, 754,
,2022,1943, 746,
,2029,1946, 742,
,2037,1936, 735,
,2041,1942, 726,
,2051,1962, 421,
,2219,1963, 413,
,2217,1968, 400,
,2220,1975, 389,
,2224,1980, 377,
,2226,1989, 364,
,2219,1998, 350,
,2219,2006, 332,
,2220,2015, 320,
,2220,2023, 306,
,2220,2030, 294,
,2224,2036, 281,
,2226,2041, 268,
,2226,2048, 256,
,2231,2052, 244,
,2232,2059, 231,
,2232,2065, 218,
,2235,2072, 207,
,2237,2078, 194,
,2234,2085, 184,
,2237,2090, 172,
,2240,2096, 163,
,2239,2101, 154,
,2237,2105, 147,
,2237,2109, 142,
,2239,2112, 136,
,2239,2116, 132,
,2236,2119, 128,
,2237,2122, 124,
,2238,2126, 122,
,2233,2130, 117,
,2233,2133, 113,
,2230,2136, 110,
,2230,2139, 107,
,2225,2143, 104,
,2227,2147, 102,
,2225,2152,  99,
,2218,2156, 100,
,2217,2159,  99,
,2211,2162, 410,
,2214,1973, 401,
,2215,1976, 398,
,2219,1981, 381,
,2220,1984, 368,
,2222,1993, 356,
,2223,2004, 342,
,2223,2013, 326,
,2224,2021, 308,
,2222,2030, 291,
,2220,2034, 282,
,2225,2042, 270,
,2227,2052, 257,
,2226,2054, 243,
,2232,2063, 232,
,2233,2064, 217,
,2238,2069, 208,
,2236,2100, 196,
,2239,2083, 182,
,2240,2093, 173,
,2235,2094, 164,
,2242,2099, 155,
,2239,2104, 148,
,2237,2108, 141,
,2239,2112, 135,
,2242,2116, 130,
,2240,2123, 126,
,2237,2125, 123,
,2235,2128, 117,
,2233,2134, 117,
,2229,2136, 113,
,2227,2139, 111,
,2230,2144, 108,
,2229,2146, 105,
,2224,2149,  99,
,2222,2157, 100,
,2219,2157,  98,
,2216,2162,  99,
,2208,2166,  99,
,2203,2171,  96,
,2197,2179, 100,
,2191,2181, 101,
,2188,2187, 101,
,2181,2196, 101,
,2178,2194, 100,
,2171,2206,  97,
,2164,2209,  96,
,2161,2214,  92,
,2159,2222,  90,
,2146,2229,  89,
,2144,2237,  85,
,2137,2245,  84,
,2123,2253,  83,
,2122,2263,  81,
,2113,2271,  80,
,2105,2277,  78,
,2099,2285,  73,
,2095,2295,  72,
,2085,2302,  68,
,2080,2313,  62,
,2080,2318,  61,
,2069,2424, 297,
,1813,2424, 309,
,1804,2427, 314,
,1792,2427, 326,
,1790,2430, 332,
,1783,2430, 345,
,1775,2428, 350,
,1774,2428, 358,
,1771,2434, 364,
,1765,2427, 368,
,1762,2425, 374,
,1763,2425, 379,
,1764,2426, 384,
,1764,2419, 388,
,1763,2417, 393,
,1765,2415, 395,
,1759,2409, 404,
,1760,2412, 408,
,1755,2404, 414,
,1758,2404, 420,
,1756,2405, 416,
,1755,2404, 434,
,1754,2396, 442,
,1749,2390, 450,
,1754,2385, 456,
,1757,2380, 465,
,1757,2375, 472,
,1758,2369, 484,
,1760,2363, 492,
,1756,2355, 502,
,1756,2352, 513,
,1759,2345, 524,
,1754,2348, 534,
,1749,2336, 552,
,1749,2326, 557,
,1748,2325, 561,
,1748,2318, 581,
,1747,2308, 595,
,1749,2304, 608,
,1745,2096, 799,
,1845,2085, 800,
,1861,2073, 804,
,1868,2064, 802,
,1874,2052, 809,
,1886,2041, 809,
,1893,2030, 811,
,1897,2020, 816,
,1911,2015, 818,
,1914,2007, 818,
,1918,2003, 824,
,1925,1996, 826,
,1924,1989, 826,
,1935,1985, 827,
,1933,1992, 827,
,1942,1977, 830,
,1955,1971, 828,
,1951,1970, 825,
,1957,1964, 828,
,1958,1959, 824,
,1963,1960, 822,
,1958,1958, 818,
,1969,1959, 815,
,1971,1955, 808,
,1977,1955, 805,
,1979,1956, 801,
